PartNum,StdDailyDemand,MeanDailyDemand,stddev_method,TransactionDays,LeadTimeDays,lead_time_source,ABC,safety_stock
10008642,0.0,0.004061738424045491,estimated,1,70.0,actual,C,0
10008643,0.0,0.004061738424045491,estimated,1,70.0,actual,C,0
10008644,0.0,0.004061738424045491,estimated,1,70.0,actual,C,0
10008645,0.0,0.004061738424045491,estimated,1,70.0,actual,C,0
10008646,0.0,0.004061738424045491,estimated,1,70.0,actual,C,0
10008647,0.0,0.004061738424045491,estimated,1,70.0,actual,C,0
10008713,2.25,0.01380991064175467,estimated,4,30.0,actual,C,16
10008714,2.25,0.01380991064175467,estimated,4,30.0,actual,C,16
10008749,0.0,0.004061738424045491,estimated,1,70.0,actual,C,0
10008767,0.0,0.024370430544272948,estimated,1,0.0,actual,B,0
10008785,0.0,0.0016246953696181965,estimated,2,21.0,actual,C,0
10008786,0.0,0.0016246953696181965,estimated,2,21.0,actual,C,0
10008848,0.0,0.0008123476848090983,estimated,1,90.0,actual,C,0
10008852,0.0,0.020308692120227456,estimated,1,5.0,actual,C,0
10008909,0.0,0.0008123476848090983,estimated,1,0.0,actual,C,0
10008924,1.75,0.010560519902518278,estimated,3,30.0,actual,C,13
10008925,0.75,0.01868399675060926,estimated,2,0.0,actual,C,0
10008948,0.0,0.0008123476848090983,estimated,1,45.0,actual,B,0
10009001,0.0,0.0008123476848090983,estimated,1,0.0,actual,C,0
10009024,0.0,0.0016246953696181965,estimated,1,75.0,actual,C,0
10009025,0.0,0.0016246953696181965,estimated,1,75.0,actual,B,0
10009043,0.75,0.004061738424045491,estimated,2,60.0,actual,C,8
10009082,0.0,0.003249390739236393,estimated,1,0.0,actual,C,0
10009085,0.0,0.0008123476848090983,estimated,1,60.0,actual,C,0
10009153,0.0,0.012997562956945572,estimated,1,0.0,actual,C,0
10009158,0.0,0.012997562956945572,estimated,1,0.0,actual,C,0
10009159,0.0,0.012997562956945572,estimated,1,0.0,actual,C,0
10009160,0.0,0.012997562956945572,estimated,1,0.0,actual,C,0
1000935,0.0,0.008123476848090982,estimated,1,21.0,actual,C,0
10009475,2.0,0.01949634443541836,estimated,2,60.0,actual,B,26
10009711,0.0,0.00974817221770918,estimated,1,0.0,actual,C,0
10009761,0.0,0.0016246953696181965,estimated,1,45.0,actual,B,0
10009764,0.0,0.0008123476848090983,estimated,1,45.0,actual,B,0
1000979,0.0,0.002437043054427295,estimated,3,21.0,actual,B,0
10009815,0.0,0.008123476848090982,estimated,1,0.0,actual,C,0
10009853,0.0,0.006498781478472786,estimated,2,5.0,actual,C,0
10009854,0.0,0.003249390739236393,estimated,2,5.0,actual,C,0
10009887,0.0,0.0008123476848090983,estimated,1,90.0,actual,C,0
10009914,0.5,0.006498781478472786,estimated,2,5.0,actual,C,2
10009916,0.0,0.003249390739236393,estimated,2,5.0,actual,C,0
10009932,0.0,0.020308692120227456,estimated,1,5.0,actual,C,0
10009946,0.25,0.003249390739236393,estimated,3,0.0,actual,A,0
10009994,0.0,0.020308692120227456,estimated,1,5.0,actual,C,0
1000G,0.25,0.002437043054427295,estimated,2,21.0,actual,C,2
10010083,0.0,0.006498781478472786,estimated,1,0.0,actual,C,0
10010116,0.0,0.0008123476848090983,estimated,1,0.0,actual,C,0
10010127,0.0,0.0016246953696181965,estimated,2,0.0,actual,C,0
10010128,0.0,0.0008123476848090983,estimated,1,0.0,actual,C,0
10010129,0.0,0.0016246953696181965,estimated,2,0.0,actual,C,0
10010130,0.0,0.0008123476848090983,estimated,1,0.0,actual,C,0
10010244,0.0,0.0008123476848090983,estimated,1,0.0,actual,C,0
10010276,0.0,0.0008123476848090983,estimated,1,0.0,actual,C,0
10010304,0.0,0.008123476848090982,estimated,1,35.0,actual,C,0
10010339,0.0,0.008123476848090982,estimated,1,50.0,actual,C,0
10010387,0.0,0.004061738424045491,estimated,1,120.0,actual,B,0
10010388,0.0,0.0008123476848090983,estimated,1,40.0,actual,C,0
10010389,0.0,0.0008123476848090983,estimated,1,40.0,actual,C,0
10010450,0.0,0.0008123476848090983,estimated,1,40.0,actual,C,0
10010457,0.0,0.0008123476848090983,estimated,1,40.0,actual,C,0
10010472,0.0,0.008123476848090982,estimated,1,70.0,actual,C,0
10010649,0.0,0.0016246953696181965,estimated,2,0.0,actual,C,0
10010650,0.0,0.0008123476848090983,estimated,1,0.0,actual,C,0
10010651,0.0,0.0016246953696181965,estimated,2,0.0,actual,C,0
10010652,0.0,0.0008123476848090983,estimated,1,0.0,actual,C,0
10010805,0.0,0.020308692120227456,estimated,1,0.0,actual,C,0
10011427,0.0,0.008123476848090982,estimated,1,0.0,actual,C,0
10011532,0.0,0.0016246953696181965,estimated,2,0.0,actual,C,0
10011645,0.0,0.020308692120227456,estimated,1,5.0,actual,C,0
10011975,0.0,0.002437043054427295,estimated,1,21.0,actual,C,0
10011991,0.0,0.002437043054427295,estimated,1,30.0,actual,C,0
10012007,0.0,0.002437043054427295,estimated,1,30.0,actual,C,0
10012009,2.7470194013023534,0.12185215272136475,empirical,5,5.0,actual,C,8
10012089,0.0,0.0016246953696181965,estimated,1,50.0,actual,C,0
10012090,0.0,0.0016246953696181965,estimated,1,50.0,actual,C,0
10012091,0.0,0.004061738424045491,estimated,1,0.0,actual,C,0
10012096,0.0,0.0016246953696181965,estimated,1,50.0,actual,C,0
1001212187,0.0,0.003249390739236393,estimated,1,21.0,actual,C,0
10012127,0.0,0.0016246953696181965,estimated,1,50.0,actual,C,0
10012132,0.0,0.0016246953696181965,estimated,1,50.0,actual,C,0
10012546,0.0,0.00487408610885459,estimated,2,0.0,actual,C,0
10012727,1.0,0.00974817221770918,estimated,3,0.0,actual,C,0
10012765,3.0,0.02924451665312754,estimated,2,5.0,actual,C,9
10012832,0.0,0.00974817221770918,estimated,1,0.0,actual,C,0
10012855,1.0,0.006498781478472786,estimated,2,0.0,actual,C,0
10012856,0.5,0.003249390739236393,estimated,2,0.0,actual,C,0
10013212,0.0,0.008123476848090982,estimated,1,0.0,actual,C,0
10013213,0.0,0.008123476848090982,estimated,1,0.0,actual,C,0
1001R13097B,0.0,0.003249390739236393,estimated,1,21.0,actual,C,0
100255,0.09439665043080916,0.005686433793663688,empirical,5,21.0,actual,C,1
1002577,0.0,0.003249390739236393,estimated,1,21.0,actual,C,0
1003386,0.0,0.002437043054427295,estimated,1,21.0,actual,C,0
1005779,0.0,0.0016246953696181965,estimated,1,21.0,actual,C,0
1006471,0.0,0.0016246953696181965,estimated,1,21.0,actual,C,0
1006699,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1006700,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
10071132,0.0,0.04467912266450041,estimated,1,21.0,actual,C,0
1007327,0.0,0.03249390739236393,estimated,1,21.0,actual,C,0
10100199,0.0,0.048740861088545896,estimated,1,21.0,actual,C,0
1010455,0.0,0.04061738424045491,estimated,1,21.0,actual,C,0
1011197,0.0,0.974817221770918,estimated,4,21.0,actual,C,0
1011597,0.0,0.0008123476848090983,estimated,1,21.0,actual,B,0
1012775,5.0,0.08123476848090982,estimated,2,21.0,actual,C,30
1013705,0.0,0.00487408610885459,estimated,1,21.0,actual,C,0
1014278,0.0,0.0016246953696181965,estimated,1,21.0,actual,C,0
1014520,0.0,0.0016246953696181965,estimated,1,21.0,actual,C,0
101671,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1016914,0.0,0.7311129163281884,estimated,3,21.0,actual,C,0
1017249,0.0,0.7311129163281884,estimated,3,21.0,actual,C,0
1017250,0.0,0.7311129163281884,estimated,3,21.0,actual,C,0
101771S-RV,0.0,0.0008123476848090983,estimated,1,21.0,actual,B,0
1017965,0.0,0.2437043054427295,estimated,1,21.0,actual,C,0
1019155,0.0,0.4061738424045491,estimated,1,21.0,actual,C,0
1020459,0.0,0.003249390739236393,estimated,1,21.0,actual,C,0
1020546,0.0,0.002437043054427295,estimated,1,21.0,actual,C,0
1021046,0.0,0.06498781478472786,estimated,1,21.0,actual,C,0
1021127,8.25,0.0479285134037368,estimated,2,21.0,actual,C,49
1021774,0.0,0.00974817221770918,estimated,2,21.0,actual,C,0
1021787,0.0,0.008123476848090982,estimated,1,21.0,actual,C,0
102248,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1023243,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1023295,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1024040,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1026005,0.0,0.00974817221770918,estimated,2,21.0,actual,C,0
10265,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
10268,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1029616,0.0,0.008123476848090982,estimated,1,21.0,actual,C,0
1030116,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1032271,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
103433,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
103471,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
103919,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
104119,0.0,0.003249390739236393,estimated,1,21.0,actual,C,0
1042685,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
104475,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
104476,0.25,0.002437043054427295,estimated,2,21.0,actual,C,2
10471027,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1049049,0.0,0.0016246953696181965,estimated,1,21.0,actual,C,0
104XF28-TST,0.0,0.03249390739236393,estimated,1,21.0,actual,C,0
1050068,0.0,0.16246953696181965,estimated,2,21.0,actual,C,0
1050634,0.0,0.003249390739236393,estimated,1,21.0,actual,C,0
1051236,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1051277,0.0,0.0008123476848090983,estimated,1,21.0,actual,B,0
1051437,0.75,0.012997562956945572,estimated,3,21.0,actual,C,5
105185,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
105189,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
10524767,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1053034,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1053035,0.0,0.01380991064175467,estimated,1,21.0,actual,C,0
1053036,0.0,0.004061738424045491,estimated,1,21.0,actual,C,0
1054102,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
10542685,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1054354,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1054362,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1054804,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1055266,0.0,0.002437043054427295,estimated,1,21.0,actual,C,0
10561967,0.0,0.002437043054427295,estimated,1,21.0,actual,C,0
10564,0.0,0.016246953696181964,estimated,1,21.0,actual,C,0
1056425V02,0.0,0.00974817221770918,estimated,1,21.0,actual,C,0
10567886,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
106397,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1068338,0.0,0.0016246953696181965,estimated,1,21.0,actual,C,0
1068340,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1068341,0.0,0.002437043054427295,estimated,1,21.0,actual,C,0
1068349,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1068904,0.0,0.03249390739236393,estimated,1,21.0,actual,C,0
10714MX3,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1078298,0.0,0.003249390739236393,estimated,1,21.0,actual,C,0
1082130301,0.0,0.008123476848090982,estimated,1,21.0,actual,C,0
1082539,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1082553,0.0,0.0016246953696181965,estimated,1,21.0,actual,C,0
1082569,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
108391-81AM,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1085578,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1085659,0.0,0.004061738424045491,estimated,1,21.0,actual,C,0
1087316595,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1087322595,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1087325095,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1087419595,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1088076V01,0.0,0.00974817221770918,estimated,1,21.0,actual,C,0
1088077V01,0.0,0.01949634443541836,estimated,1,21.0,actual,C,0
1088078V01,0.0,0.00974817221770918,estimated,1,21.0,actual,C,0
1088079,0.0,0.02924451665312754,estimated,1,21.0,actual,C,0
1088978,0.0,0.00487408610885459,estimated,1,21.0,actual,C,0
1089214095,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1089216095,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1089219595,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1091354,0.0,0.0016246953696181965,estimated,1,21.0,actual,C,0
1091356,0.5,0.003249390739236393,estimated,2,21.0,actual,C,3
1092825,0.0,0.003249390739236393,estimated,1,21.0,actual,C,0
1092828,0.5,0.012997562956945572,estimated,3,21.0,actual,C,3
1092983,0.0,0.00487408610885459,estimated,1,21.0,actual,C,0
1092QC3-125VAC,0.0,0.008123476848090982,estimated,1,21.0,actual,C,0
1095068,0.0,0.0016246953696181965,estimated,1,21.0,actual,B,0
1096515,0.0,0.008123476848090982,estimated,1,21.0,actual,C,0
1096545,0.0,0.004061738424045491,estimated,1,21.0,actual,C,0
1096546,0.0,0.006498781478472786,estimated,1,21.0,actual,C,0
1096553,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1096651,0.0,0.003249390739236393,estimated,1,21.0,actual,C,0
1097870,3.0,0.02924451665312754,estimated,2,21.0,actual,C,18
1098948,0.0,0.0016246953696181965,estimated,1,21.0,actual,C,0
10A218,0.0,0.002437043054427295,estimated,3,21.0,actual,C,0
10C583,0.0,0.0016246953696181965,estimated,1,21.0,actual,C,0
10C882,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
10C884,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
10E773,0.0,0.003249390739236393,estimated,2,21.0,actual,C,0
11-T 262 6,0.0,0.060926076360682375,estimated,1,21.0,actual,C,0
110001009,0.0,0.08123476848090982,estimated,1,14.0,actual,C,0
110001538,0.0,0.0008123476848090983,estimated,1,129.0,actual,C,0
110002398,0.25,0.008935824532900082,estimated,3,5.0,actual,C,1
110004,0.0,0.024370430544272948,estimated,1,21.0,actual,C,0
110007144,0.0,0.0016246953696181965,estimated,1,0.0,actual,C,0
110008788,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
11001,0.0,0.008123476848090982,estimated,1,21.0,actual,C,0
110120300,0.0,0.08123476848090982,estimated,1,21.0,actual,C,0
110120302,0.0,0.08123476848090982,estimated,1,21.0,actual,C,0
110120304,0.0,0.08123476848090982,estimated,1,21.0,actual,C,0
110120305,0.0,0.08123476848090982,estimated,1,21.0,actual,C,0
110120309,0.0,0.08123476848090982,estimated,1,21.0,actual,C,0
110120325,0.0,0.08123476848090982,estimated,1,21.0,actual,C,0
110120326,0.0,0.08123476848090982,estimated,1,21.0,actual,C,0
110120344,0.0,0.04061738424045491,estimated,1,21.0,actual,C,0
1101A12,1.5,0.00974817221770918,estimated,3,21.0,actual,C,9
11030310,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1110008787,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
11103352,0.0,0.01949634443541836,estimated,2,21.0,actual,C,0
11103362,0.0,0.00974817221770918,estimated,1,21.0,actual,C,0
1110630,0.0,0.004061738424045491,estimated,1,21.0,actual,C,0
1110834,0.0,0.03736799350121852,estimated,1,21.0,actual,C,0
1111037,2.0,0.016246953696181964,estimated,2,21.0,actual,C,12
1111040,1.25,0.008935824532900082,estimated,2,21.0,actual,C,8
1111053,0.0,0.003249390739236393,estimated,1,21.0,actual,C,0
1111341,0.0,0.00487408610885459,estimated,1,21.0,actual,C,0
11114770,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
11114870,0.0,0.00974817221770918,estimated,1,21.0,actual,C,0
111157602971,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
11121134,0.0,0.08123476848090982,estimated,1,21.0,actual,C,0
1112214,0.0,0.003249390739236393,estimated,1,21.0,actual,C,0
1112227,0.0,0.012997562956945572,estimated,1,21.0,actual,C,0
11127046,0.0,0.016246953696181964,estimated,1,21.0,actual,C,0
1114005,0.0,0.002437043054427295,estimated,1,21.0,actual,C,0
1114047,0.0,0.012185215272136474,estimated,1,21.0,actual,C,0
111524TR,0.0,0.0008123476848090983,estimated,1,21.0,actual,B,0
1117679,0.0,0.0016246953696181965,estimated,1,21.0,actual,C,0
11176UM010,0.25,0.002437043054427295,estimated,2,21.0,actual,C,2
112153,0.0,0.002437043054427295,estimated,1,21.0,actual,C,0
11241329,0.0,0.048740861088545896,estimated,1,21.0,actual,C,0
1124289,0.0,0.008123476848090982,estimated,1,21.0,actual,C,0
112524TR,0.0,0.0008123476848090983,estimated,1,21.0,actual,B,0
1125396,0.0,0.04061738424045491,estimated,1,21.0,actual,C,0
112552,0.0,0.004061738424045491,estimated,1,21.0,actual,C,0
112764,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
112937,0.0,0.004061738424045491,estimated,1,21.0,actual,C,0
113142,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
113239525,0.0,0.016246953696181964,estimated,1,21.0,actual,C,0
1139526,0.0,0.08123476848090982,estimated,1,21.0,actual,C,0
1139528,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1139537,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1140303,0.0,0.16246953696181965,estimated,1,21.0,actual,C,0
1140353,0.0,0.16246953696181965,estimated,1,21.0,actual,C,0
1140355,0.0,0.16246953696181965,estimated,1,21.0,actual,C,0
1140381,0.0,0.16246953696181965,estimated,1,21.0,actual,C,0
11411,0.0,0.012185215272136474,estimated,1,21.0,actual,C,0
11440811,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
11441,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1144540,0.0,0.048740861088545896,estimated,1,21.0,actual,C,0
1144543,0.0,0.04061738424045491,estimated,1,21.0,actual,C,0
1147461,0.0,0.0016246953696181965,estimated,1,21.0,actual,C,0
11542285,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
11604,0.0,0.0016246953696181965,estimated,1,21.0,actual,C,0
11620625,0.0,0.008123476848090982,estimated,1,21.0,actual,C,0
11632684,0.08050024230305843,0.00487408610885459,empirical,5,21.0,actual,C,1
1183A22,0.0,0.0016246953696181965,estimated,1,21.0,actual,C,0
119583,0.5,0.003249390739236393,estimated,2,21.0,actual,C,3
11C068,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
11D084,0.0,0.0016246953696181965,estimated,2,21.0,actual,B,0
11L001,0.0,0.004061738424045491,estimated,1,21.0,actual,C,0
11L211,0.0,0.060926076360682375,estimated,1,21.0,actual,C,0
11T262,0.0,0.060926076360682375,estimated,1,21.0,actual,C,0
12-125-17,0.0,0.0008123476848090983,estimated,1,21.0,actual,B,0
12006,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
12008,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1201Q-217171 / MFG #: 1201Q,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
12054727,1.0,0.016246953696181964,estimated,3,21.0,actual,B,8
121080,0.0,0.003249390739236393,estimated,1,21.0,actual,C,0
12181-M10-2,0.0,0.002437043054427295,estimated,1,21.0,actual,C,0
12222,1.0,0.012997562956945572,estimated,2,21.0,actual,C,6
12248,0.0,0.008123476848090982,estimated,1,21.0,actual,C,0
122911,0.0,0.09748172217709179,estimated,1,21.0,actual,C,0
1231085,0.0,0.006498781478472786,estimated,1,21.0,actual,C,0
1231MF,0.0,0.0016246953696181965,estimated,2,21.0,actual,C,0
123612665071,0.0,0.00487408610885459,estimated,3,21.0,actual,C,0
123780,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
123812665071,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
12408548,6.0,0.030056864337936636,estimated,4,21.0,actual,B,46
1242731,0.0,0.022745735174654752,estimated,1,21.0,actual,C,0
1242854,0.0,0.006498781478472786,estimated,1,21.0,actual,C,0
12523,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
12576447,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
126-9835-SL,0.0,0.0016246953696181965,estimated,1,21.0,actual,C,0
12669184,0.0,0.003249390739236393,estimated,1,21.0,actual,C,0
126699,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
12698945,0.0,0.006498781478472786,estimated,1,21.0,actual,C,0
12720,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1278573,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
128 GB,0.0,0.0016246953696181965,estimated,1,21.0,actual,C,0
12858-0050,0.0,0.003249390739236393,estimated,2,21.0,actual,C,0
128627,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
128801,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
12910 2-150LY,0.0,0.8123476848090982,estimated,2,21.0,actual,C,0
12920998,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
12924315,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
129315,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1296 Invoice,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
129792,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
12993,0.0,0.0016246953696181965,estimated,1,21.0,actual,C,0
12r541,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1301017,0.0,0.0016246953696181965,estimated,1,21.0,actual,C,0
1302065,187.85808013254677,14.67587327376117,empirical,9,21.0,actual,B,1412
1302358,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1302359,0.0,0.005686433793663688,estimated,1,21.0,actual,C,0
1303262,0.0,0.012185215272136474,estimated,1,21.0,actual,C,0
1303974,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1303987,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1304238,0.25,0.002437043054427295,estimated,2,21.0,actual,C,2
1304249,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1304255,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1304259,0.0,0.00974817221770918,estimated,1,21.0,actual,C,0
1307005,0.0,0.00487408610885459,estimated,1,21.0,actual,C,0
130W,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1310945,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1311259,0.0,0.00974817221770918,estimated,1,21.0,actual,C,0
13164-0450,0.0,0.002437043054427295,estimated,1,21.0,actual,C,0
13164-0750,0.0,0.002437043054427295,estimated,1,21.0,actual,C,0
1319469,0.0,0.00487408610885459,estimated,1,21.0,actual,C,0
1320867,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1320928,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
132137,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1324832,0.0,0.003249390739236393,estimated,1,21.0,actual,B,0
132611,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
132746,0.0,0.0016246953696181965,estimated,1,21.0,actual,C,0
132747,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1327857,1.75,0.023558082859463852,estimated,4,21.0,actual,C,11
1333598,0.0,0.01462225832656377,estimated,1,21.0,actual,C,0
1333599,0.0,0.01462225832656377,estimated,1,21.0,actual,C,0
1333600,0.0,0.01462225832656377,estimated,1,21.0,actual,C,0
1333957,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1334605,0.0,0.020308692120227456,estimated,1,21.0,actual,C,0
1334785,0.5,0.003249390739236393,estimated,2,21.0,actual,C,3
1334786,0.75,0.005686433793663688,estimated,4,21.0,actual,C,5
1334787,0.13035818675392355,0.008935824532900082,empirical,7,21.0,actual,C,1
1334788,0.5,0.006498781478472786,estimated,4,21.0,actual,C,3
1334789,0.5,0.005686433793663688,estimated,4,21.0,actual,C,3
1334790,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1334791,0.25,0.002437043054427295,estimated,2,21.0,actual,C,2
1334817,94.39665043080917,5.686433793663688,empirical,5,21.0,actual,C,554
1334818,0.0,0.8123476848090982,estimated,1,21.0,actual,C,0
1335348,0.0,0.002437043054427295,estimated,1,21.0,actual,C,0
13364-20436,1.6665147573311263,0.08529650690495533,empirical,5,21.0,actual,C,10
13364-20437,8.75,0.08529650690495533,estimated,4,21.0,actual,C,52
13364-20438,1.25,0.02843216896831844,estimated,3,21.0,actual,C,8
13364-20439,1.25,0.020308692120227456,estimated,4,21.0,actual,C,8
13364-20578,2.5,0.024370430544272948,estimated,3,21.0,actual,C,15
13364-20579,0.0,0.008123476848090982,estimated,2,21.0,actual,C,0
13364-20758,0.0,0.004061738424045491,estimated,1,21.0,actual,C,0
133735,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1337354,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1337355,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1337356,0.25,0.004061738424045491,estimated,4,21.0,actual,C,2
1337357,0.5,0.006498781478472786,estimated,4,21.0,actual,C,3
1337358,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
133739,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
133783,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1339053,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1341N17,0.0,0.00487408610885459,estimated,1,21.0,actual,C,0
1341n18,0.0,0.006498781478472786,estimated,1,21.0,actual,C,0
1346647,12.5,0.12185215272136475,estimated,2,21.0,actual,C,74
13480402,1.75,0.008123476848090982,estimated,3,21.0,actual,C,11
135-5777-SL,0.0,0.002437043054427295,estimated,1,21.0,actual,C,0
1350210,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
13525,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1364281,0.0,0.0016246953696181965,estimated,2,21.0,actual,C,0
1370,3.0,0.02924451665312754,estimated,2,21.0,actual,C,18
137248,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1376416,0.0,0.0016246953696181965,estimated,1,21.0,actual,C,0
137925A100406121121,0.0,0.0016246953696181965,estimated,1,21.0,actual,C,0
137925A5416210213,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
1395466,0.0,0.0016246953696181965,estimated,1,21.0,actual,C,0
13C489,0.0,0.006498781478472786,estimated,2,21.0,actual,C,0
13H614,0.0,0.00487408610885459,estimated,1,21.0,actual,C,0
13L143,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
13X528,0.0,0.003249390739236393,estimated,1,21.0,actual,C,0
140069,0.0,0.0016246953696181965,estimated,1,21.0,actual,C,0
14025A32,1.5,0.011372867587327376,estimated,2,21.0,actual,C,9
14025A47,0.5,0.008123476848090982,estimated,2,21.0,actual,C,3
141027,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
141030,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
14122-00027,1.0,0.07148659626320066,estimated,4,21.0,actual,C,6
14122-00106,0.0,0.00487408610885459,estimated,1,21.0,actual,C,0
14122-00132,0.0,0.00974817221770918,estimated,1,21.0,actual,C,0
14122-001419,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
14122-00190,0.0,0.0008123476848090983,estimated,1,21.0,actual,C,0
