PartNum,annual_demand,avg_unit_cost,holding_cost_per_unit,eoq,orders_per_year,avg_cycle_stock,total_annual_cost,ordering_cost_assumption,holding_cost_rate
0120375-CR,2109.49,0.1347,0.0337,2501.92,0.84,1250.96,84.16,50,0.25
0120377,36500.0,0.0282,0.007,22834.81,1.6,11417.4,159.92,50,0.25
0120377-CR,7300.0,0.4539,0.1135,2536.08,2.88,1268.04,287.92,50,0.25
0120382,36500.0,0.0293,0.0073,22360.68,1.63,11180.34,163.12,50,0.25
0120388,73000.0,0.0369,0.0092,28168.75,2.59,14084.38,259.08,50,0.25
0120390,73000.0,0.0758,0.019,19601.29,3.72,9800.64,372.21,50,0.25
0120499,400.13,3.908888888888889,0.9772,202.35,1.98,101.18,197.87,50,0.25
012056,1460.0,20.0,5.0,170.88,8.54,85.44,854.2,50,0.25
0120583,1721.7,0.1536,0.0384,2117.45,0.81,1058.72,81.15,50,0.25
0120704,110.02,3.368,0.842,114.31,0.96,57.16,96.13,50,0.25
0120706,18250.0,0.0283,0.0071,16032.54,1.14,8016.27,113.92,50,0.25
0121208,109500.0,0.95,0.2375,6790.09,16.13,3395.04,1612.82,50,0.25
0121758,85.74,1.423,0.3558,155.23,0.55,77.61,55.11,50,0.25
0121973,36500.0,0.327,0.0818,6679.9,5.46,3339.95,546.21,50,0.25
0122119,91.82,0.0842,0.021,661.24,0.14,330.62,13.94,50,0.25
0122126,2322.73,0.1,0.025,3048.1,0.76,1524.05,76.1,50,0.25
0122394,486.67,0.555,0.1388,592.14,0.82,296.07,82.09,50,0.25
0124847,36500.0,0.2107,0.0527,8322.26,4.39,4161.13,438.79,50,0.25
