PartNum,avg_daily_demand,lead_time_days,demand_during_lead_time,safety_stock,ROP,service_level,lead_time_source
3313091,0.0,0.0,0.0,0.0,0.0,0.95,historical
3313096,0.0,0.0,0.0,0.0,0.0,0.95,historical
3313099,0.0,0.0,0.0,0.0,0.0,0.95,historical
3313114,0.0,0.0,0.0,0.0,0.0,0.95,historical
3313129,0.0,0.0,0.0,0.0,0.0,0.95,historical
3313150,0.0,0.0,0.0,0.0,0.0,0.95,historical
3313200,0.0,0.0,0.0,0.0,0.0,0.95,historical
3313263,0.0,0.0,0.0,0.0,0.0,0.95,historical
3313265,0.0,0.0,0.0,0.0,0.0,0.95,historical
3313268,0.0,0.0,0.0,0.0,0.0,0.95,historical
3313269,0.0,28.0,0.0,0.0,0.0,0.95,historical
3313320,0.0,0.0,0.0,0.0,0.0,0.95,historical
3313323,0.0,0.0,0.0,0.0,0.0,0.95,historical
3313324,0.0,0.0,0.0,0.0,0.0,0.95,historical
3313325,0.0,0.0,0.0,0.0,0.0,0.95,historical
3313326,0.0,0.0,0.0,0.0,0.0,0.95,historical
3313327,0.0,0.0,0.0,0.0,0.0,0.95,historical
3313398,0.0,0.0,0.0,0.0,0.0,0.95,historical
3313N808,0.0,21.0,0.0,0.0,0.0,0.95,historical
3314N726,0.0,21.0,0.0,0.0,0.0,0.95,historical
3316591S,0.0,21.0,0.0,0.0,0.0,0.95,historical
3320296,0.0,20.0,0.0,0.0,0.0,0.95,historical
3321181,0.0,0.0,0.0,0.0,0.0,0.95,historical
3321332,0.0,0.0,0.0,0.0,0.0,0.95,historical
3321383,0.0,0.0,0.0,0.0,0.0,0.95,historical
3321479,0.0,0.0,0.0,0.0,0.0,0.95,historical
3321502,0.0,0.0,0.0,0.0,0.0,0.95,historical
3321533,0.0,0.0,0.0,0.0,0.0,0.95,historical
3321580,0.0,21.0,0.0,0.0,0.0,0.95,historical
3321595,0.0,0.0,0.0,0.0,0.0,0.95,historical
3321596,0.0,0.0,0.0,0.0,0.0,0.95,historical
3321609,0.0,0.0,0.0,0.0,0.0,0.95,historical
3321610,0.0,30.0,0.0,0.0,0.0,0.95,historical
3330094,0.0,60.0,0.0,0.0,0.0,0.95,historical
3330232,0.0,0.0,0.0,0.0,0.0,0.95,historical
3330234,0.0,0.0,0.0,0.0,0.0,0.95,historical
3330389,0.0,90.0,0.0,0.0,0.0,0.95,historical
3330390,0.0,60.0,0.0,0.0,0.0,0.95,historical
3331082,0.0,60.0,0.0,0.0,0.0,0.95,historical
3331277,0.0,0.0,0.0,0.0,0.0,0.95,historical
3331515,0.0,0.0,0.0,0.0,0.0,0.95,historical
3331521,0.0,0.0,0.0,0.0,0.0,0.95,historical
3331545,0.0,30.0,0.0,0.0,0.0,0.95,historical
3332039,0.0,5.0,0.0,0.0,0.0,0.95,historical
3332072,0.0,0.0,0.0,0.0,0.0,0.95,historical
3332079,0.0,5.0,0.0,0.0,0.0,0.95,historical
3332094,0.0,28.0,0.0,0.0,0.0,0.95,historical
3332104,0.0,0.0,0.0,0.0,0.0,0.95,historical
3332156,0.0,0.0,0.0,0.0,0.0,0.95,historical
3332161,0.0,28.0,0.0,0.0,0.0,0.95,historical
3332178,0.0,0.0,0.0,0.0,0.0,0.95,historical
3332195,0.0,28.0,0.0,0.0,0.0,0.95,historical
3332252,0.0,45.0,0.0,0.0,0.0,0.95,historical
3332309,0.0,0.0,0.0,0.0,0.0,0.95,historical
3332341,0.0,0.0,0.0,0.0,0.0,0.95,historical
3332342,0.0,0.0,0.0,0.0,0.0,0.95,historical
3332343,0.0,0.0,0.0,0.0,0.0,0.95,historical
3332344,0.0,0.0,0.0,0.0,0.0,0.95,historical
3332348,0.0,0.0,0.0,0.0,0.0,0.95,historical
3332349,0.0,0.0,0.0,0.0,0.0,0.95,historical
3332351,0.0,0.0,0.0,0.0,0.0,0.95,historical
3332352,0.0,0.0,0.0,0.0,0.0,0.95,historical
3332353,0.0,0.0,0.0,0.0,0.0,0.95,historical
3332355,0.0,0.0,0.0,0.0,0.0,0.95,historical
3332360,0.0,0.0,0.0,0.0,0.0,0.95,historical
3340023,0.0,60.0,0.0,0.0,0.0,0.95,historical
3340029,0.0,60.0,0.0,0.0,0.0,0.95,historical
3340033,0.0,120.0,0.0,0.0,0.0,0.95,historical
3340036,0.0,90.0,0.0,0.0,0.0,0.95,historical
3340040,0.0,90.0,0.0,0.0,0.0,0.95,historical
3340041,0.0,120.0,0.0,0.0,0.0,0.95,historical
3340279,0.0,30.0,0.0,0.0,0.0,0.95,historical
3340287,0.0,60.0,0.0,0.0,0.0,0.95,historical
3340298,0.0,0.0,0.0,0.0,0.0,0.95,historical
3340307,0.0,90.0,0.0,0.0,0.0,0.95,historical
3340515,0.0,30.0,0.0,0.0,0.0,0.95,historical
3340519,0.0,30.0,0.0,0.0,0.0,0.95,historical
3341179,0.0,0.0,0.0,0.0,0.0,0.95,historical
3341242,0.0,0.0,0.0,0.0,0.0,0.95,historical
3341407,0.0,0.0,0.0,0.0,0.0,0.95,historical
3341414,0.0,15.0,0.0,0.0,0.0,0.95,historical
3341419,0.0,0.0,0.0,0.0,0.0,0.95,historical
3341420,0.0,30.0,0.0,0.0,0.0,0.95,historical
3341459,0.0,30.0,0.0,0.0,0.0,0.95,historical
3341462,0.0,120.0,0.0,0.0,0.0,0.95,historical
3341463,0.0,30.0,0.0,0.0,0.0,0.95,historical
3341464,0.0,15.0,0.0,0.0,0.0,0.95,historical
3341491,0.0,33.0,0.0,0.0,0.0,0.95,historical
3341492,0.0,15.0,0.0,0.0,0.0,0.95,historical
3341647,0.0,0.0,0.0,0.0,0.0,0.95,historical
3341915,0.0,60.0,0.0,0.0,0.0,0.95,historical
3341964,0.0,90.0,0.0,0.0,0.0,0.95,historical
3342013,0.0,30.0,0.0,0.0,0.0,0.95,historical
3342014,0.0,15.0,0.0,0.0,0.0,0.95,historical
3342091,0.0,30.0,0.0,0.0,0.0,0.95,historical
3342094,0.0,30.0,0.0,0.0,0.0,0.95,historical
3342103,0.0,0.0,0.0,0.0,0.0,0.95,historical
3342108,0.0,0.0,0.0,0.0,0.0,0.95,historical
3342131,0.0,90.0,0.0,0.0,0.0,0.95,historical
3342250,0.0,0.0,0.0,0.0,0.0,0.95,historical
3342270,0.0,30.0,0.0,0.0,0.0,0.95,historical
3342281,0.0,0.0,0.0,0.0,0.0,0.95,historical
3342282,0.0,0.0,0.0,0.0,0.0,0.95,historical
3342356,0.0,30.0,0.0,0.0,0.0,0.95,historical
3342586,0.0,0.0,0.0,0.0,0.0,0.95,historical
3342653,0.0,0.0,0.0,0.0,0.0,0.95,historical
3342655,0.0,0.0,0.0,0.0,0.0,0.95,historical
3342656,0.0,0.0,0.0,0.0,0.0,0.95,historical
3342658,0.0,28.0,0.0,0.0,0.0,0.95,historical
3342672,0.0,60.0,0.0,0.0,0.0,0.95,historical
3342673,0.0,0.0,0.0,0.0,0.0,0.95,historical
3342674,0.0,30.0,0.0,0.0,0.0,0.95,historical
3342675,0.0,28.0,0.0,0.0,0.0,0.95,historical
3342676,0.0,0.0,0.0,0.0,0.0,0.95,historical
3342677,0.0,0.0,0.0,0.0,0.0,0.95,historical
3342679,0.0,0.0,0.0,0.0,0.0,0.95,historical
3342680,0.0,0.0,0.0,0.0,0.0,0.95,historical
3342682,0.0,28.0,0.0,0.0,0.0,0.95,historical
3342683,0.0,0.0,0.0,0.0,0.0,0.95,historical
3342684,0.0,0.0,0.0,0.0,0.0,0.95,historical
3342685,0.0,0.0,0.0,0.0,0.0,0.95,historical
3342686,0.0,0.0,0.0,0.0,0.0,0.95,historical
3342689,0.0,0.0,0.0,0.0,0.0,0.95,historical
3342697,0.0,0.0,0.0,0.0,0.0,0.95,historical
3342737,0.0,30.0,0.0,0.0,0.0,0.95,historical
3342738,0.0,15.0,0.0,0.0,0.0,0.95,historical
3342839,0.0,90.0,0.0,0.0,0.0,0.95,historical
3342841,0.0,30.0,0.0,0.0,0.0,0.95,historical
3343157,0.0,30.0,0.0,0.0,0.0,0.95,historical
3343208,0.0,0.0,0.0,0.0,0.0,0.95,historical
3343301,0.0,0.0,0.0,0.0,0.0,0.95,historical
3343335,0.0,0.0,0.0,0.0,0.0,0.95,historical
3343498,0.0,90.0,0.0,0.0,0.0,0.95,historical
3343514,0.0,30.0,0.0,0.0,0.0,0.95,historical
3343528,0.0,28.0,0.0,0.0,0.0,0.95,historical
3343538,0.0,30.0,0.0,0.0,0.0,0.95,historical
3343539,0.0,120.0,0.0,0.0,0.0,0.95,historical
3343541,0.0,35.0,0.0,0.0,0.0,0.95,historical
3343554,0.0,30.0,0.0,0.0,0.0,0.95,historical
3343555,0.0,30.0,0.0,0.0,0.0,0.95,historical
3343617,0.0,90.0,0.0,0.0,0.0,0.95,historical
3343636,0.0,0.0,0.0,0.0,0.0,0.95,historical
3343649,0.0,0.0,0.0,0.0,0.0,0.95,historical
3343658,0.0,0.0,0.0,0.0,0.0,0.95,historical
3343661,0.0,30.0,0.0,0.0,0.0,0.95,historical
3343675,0.0,0.0,0.0,0.0,0.0,0.95,historical
3343680,0.0,0.0,0.0,0.0,0.0,0.95,historical
3343738,0.0,0.0,0.0,0.0,0.0,0.95,historical
3343800,0.0,0.0,0.0,0.0,0.0,0.95,historical
3343808,0.0,0.0,0.0,0.0,0.0,0.95,historical
3343809,0.0,0.0,0.0,0.0,0.0,0.95,historical
3350316,0.0,30.0,0.0,0.0,0.0,0.95,historical
3350695,0.0,30.0,0.0,0.0,0.0,0.95,historical
3351A14,0.0,21.0,0.0,0.0,0.0,0.95,historical
3351A16,0.0,21.0,0.0,0.0,0.0,0.95,historical
3351A17,0.0,21.0,0.0,0.0,0.0,0.95,historical
3351A19,0.0,21.0,0.0,0.0,0.0,0.95,historical
3351a17,0.0,21.0,0.0,0.0,0.0,0.95,historical
3352222,0.0,30.0,0.0,0.0,0.0,0.95,historical
3352251,0.0,75.0,0.0,0.0,0.0,0.95,historical
3352481,0.0,30.0,0.0,0.0,0.0,0.95,historical
3352483,0.0,90.0,0.0,0.0,0.0,0.95,historical
3352581,0.0,120.0,0.0,0.0,0.0,0.95,historical
3352592,0.0,30.0,0.0,0.0,0.0,0.95,historical
3352600,0.0,0.0,0.0,0.0,0.0,0.95,historical
3352601,0.0,0.0,0.0,0.0,0.0,0.95,historical
3352603,0.0,90.0,0.0,0.0,0.0,0.95,historical
3352605,0.0,120.0,0.0,0.0,0.0,0.95,historical
3352607,0.0,120.0,0.0,0.0,0.0,0.95,historical
3352609,0.0,0.0,0.0,0.0,0.0,0.95,historical
3352610,0.0,120.0,0.0,0.0,0.0,0.95,historical
3352613,0.0,28.0,0.0,0.0,0.0,0.95,historical
3352614,0.0,30.0,0.0,0.0,0.0,0.95,historical
3352615,0.0,30.0,0.0,0.0,0.0,0.95,historical
3352624,0.0,120.0,0.0,0.0,0.0,0.95,historical
3352655,0.0,0.0,0.0,0.0,0.0,0.95,historical
3352657,0.0,0.0,0.0,0.0,0.0,0.95,historical
3352660,0.0,90.0,0.0,0.0,0.0,0.95,historical
3352667,0.0,30.0,0.0,0.0,0.0,0.95,historical
3352679,0.0,0.0,0.0,0.0,0.0,0.95,historical
3352685,0.0,0.0,0.0,0.0,0.0,0.95,historical
3352704,0.0,28.0,0.0,0.0,0.0,0.95,historical
3352748,0.0,0.0,0.0,0.0,0.0,0.95,historical
3352753,0.0,120.0,0.0,0.0,0.0,0.95,historical
3352754,0.0,90.0,0.0,0.0,0.0,0.95,historical
3352810,0.0,120.0,0.0,0.0,0.0,0.95,historical
3352854,0.0,0.0,0.0,0.0,0.0,0.95,historical
3352855,0.0,0.0,0.0,0.0,0.0,0.95,historical
3352859,0.0,15.0,0.0,0.0,0.0,0.95,historical
3352969,0.0,30.0,0.0,0.0,0.0,0.95,historical
3353031,0.0,60.0,0.0,0.0,0.0,0.95,historical
3353052,0.0,0.0,0.0,0.0,0.0,0.95,historical
3353055,0.0,0.0,0.0,0.0,0.0,0.95,historical
3353145,0.0,28.0,0.0,0.0,0.0,0.95,historical
3353146,0.0,0.0,0.0,0.0,0.0,0.95,historical
3353200,0.0,0.0,0.0,0.0,0.0,0.95,historical
3353201,0.0,0.0,0.0,0.0,0.0,0.95,historical
3353202,0.0,0.0,0.0,0.0,0.0,0.95,historical
3353217,0.0,0.0,0.0,0.0,0.0,0.95,historical
3353325,0.0,0.0,0.0,0.0,0.0,0.95,historical
3353336,0.0,30.0,0.0,0.0,0.0,0.95,historical
3353466,0.0,45.0,0.0,0.0,0.0,0.95,historical
3353470,0.0,30.0,0.0,0.0,0.0,0.95,historical
3353503,0.0,30.0,0.0,0.0,0.0,0.95,historical
3353504,0.0,0.0,0.0,0.0,0.0,0.95,historical
3353516,0.0,30.0,0.0,0.0,0.0,0.95,historical
3353517,0.0,60.0,0.0,0.0,0.0,0.95,historical
3353518,0.0,0.0,0.0,0.0,0.0,0.95,historical
3353520,0.0,30.0,0.0,0.0,0.0,0.95,historical
3353593,0.0,30.0,0.0,0.0,0.0,0.95,historical
3353626,0.0,30.0,0.0,0.0,0.0,0.95,historical
3353637,0.0,30.0,0.0,0.0,0.0,0.95,historical
3353644,0.0,30.0,0.0,0.0,0.0,0.95,historical
3353777,0.0,0.0,0.0,0.0,0.0,0.95,historical
3353806,0.0,30.0,0.0,0.0,0.0,0.95,historical
3353807,0.0,0.0,0.0,0.0,0.0,0.95,historical
3353809,0.0,0.0,0.0,0.0,0.0,0.95,historical
3354256,0.0,0.0,0.0,0.0,0.0,0.95,historical
3354259,0.0,0.0,0.0,0.0,0.0,0.95,historical
3354277,0.0,33.0,0.0,0.0,0.0,0.95,historical
3354281,0.0,33.0,0.0,0.0,0.0,0.95,historical
3354470,0.0,0.0,0.0,0.0,0.0,0.95,historical
3354484,0.0,0.0,0.0,0.0,0.0,0.95,historical
3354485,0.0,0.0,0.0,0.0,0.0,0.95,historical
3354502,0.0,0.0,0.0,0.0,0.0,0.95,historical
3354504,0.0,0.0,0.0,0.0,0.0,0.95,historical
3354610,0.0,0.0,0.0,0.0,0.0,0.95,historical
3354612,0.0,0.0,0.0,0.0,0.0,0.95,historical
3354794,0.0,0.0,0.0,0.0,0.0,0.95,historical
3354802,0.0,0.0,0.0,0.0,0.0,0.95,historical
3354803,0.0,0.0,0.0,0.0,0.0,0.95,historical
3354807,0.0,0.0,0.0,0.0,0.0,0.95,historical
3354849,0.0,30.0,0.0,0.0,0.0,0.95,historical
3354941,0.0,0.0,0.0,0.0,0.0,0.95,historical
3355066,0.0,0.0,0.0,0.0,0.0,0.95,historical
3355102,0.0,30.0,0.0,0.0,0.0,0.95,historical
3355130,0.0,0.0,0.0,0.0,0.0,0.95,historical
3355336,0.0,120.0,0.0,0.0,0.0,0.95,historical
3355433,0.0,0.0,0.0,0.0,0.0,0.95,historical
3355435,0.0,0.0,0.0,0.0,0.0,0.95,historical
3355436,0.0,0.0,0.0,0.0,0.0,0.95,historical
3355596,0.0,33.0,0.0,0.0,0.0,0.95,historical
3355597,0.0,33.0,0.0,0.0,0.0,0.95,historical
3355598,0.0,33.0,0.0,0.0,0.0,0.95,historical
3357,0.0,21.0,0.0,0.0,0.0,0.95,historical
33590078,0.0,21.0,0.0,0.0,0.0,0.95,historical
33601435,0.0,21.0,0.0,0.0,0.0,0.95,historical
3360182,0.0,45.0,0.0,0.0,0.0,0.95,historical
3360192,0.0,30.0,0.0,0.0,0.0,0.95,historical
3360315,0.0,5.0,0.0,0.0,0.0,0.95,historical
3360726,0.0,0.0,0.0,0.0,0.0,0.95,historical
3360805,0.0,0.0,0.0,0.0,0.0,0.95,historical
3361032,0.0,0.0,0.0,0.0,0.0,0.95,historical
3361092,0.0,21.0,0.0,0.0,0.0,0.95,historical
3361093,0.0,21.0,0.0,0.0,0.0,0.95,historical
3361094,0.0,21.0,0.0,0.0,0.0,0.95,historical
3361095,0.0,45.0,0.0,0.0,0.0,0.95,historical
3361096,0.0,21.0,0.0,0.0,0.0,0.95,historical
3361097,0.0,21.0,0.0,0.0,0.0,0.95,historical
3361098,0.0,21.0,0.0,0.0,0.0,0.95,historical
3361099,0.0,21.0,0.0,0.0,0.0,0.95,historical
3361100,0.0,30.0,0.0,0.0,0.0,0.95,historical
3361107,0.0,0.0,0.0,0.0,0.0,0.95,historical
3361148,0.0,32.0,0.0,0.0,0.0,0.95,historical
3361153,0.0,30.0,0.0,0.0,0.0,0.95,historical
3361156,0.0,5.0,0.0,0.0,0.0,0.95,historical
3361183,0.0,0.0,0.0,0.0,0.0,0.95,historical
3361214,0.0,21.0,0.0,0.0,0.0,0.95,historical
3361215,0.0,21.0,0.0,0.0,0.0,0.95,historical
3361216,0.0,21.0,0.0,0.0,0.0,0.95,historical
3361217,0.0,21.0,0.0,0.0,0.0,0.95,historical
3361218,0.0,30.0,0.0,0.0,0.0,0.95,historical
3361230,0.0,0.0,0.0,0.0,0.0,0.95,historical
3361235,0.0,0.0,0.0,0.0,0.0,0.95,historical
3361253,0.0,90.0,0.0,0.0,0.0,0.95,historical
3361291,0.0,45.0,0.0,0.0,0.0,0.95,historical
3361292,0.0,45.0,0.0,0.0,0.0,0.95,historical
3361305,0.0,28.0,0.0,0.0,0.0,0.95,historical
3361516,0.0,45.0,0.0,0.0,0.0,0.95,historical
3361571,0.0,45.0,0.0,0.0,0.0,0.95,historical
3361574,0.0,45.0,0.0,0.0,0.0,0.95,historical
3361604,0.0,0.0,0.0,0.0,0.0,0.95,historical
3361631,0.0,90.0,0.0,0.0,0.0,0.95,historical
3361633,0.0,64.0,0.0,0.0,0.0,0.95,historical
3361671,0.0,18.0,0.0,0.0,0.0,0.95,historical
3361672,0.0,16.0,0.0,0.0,0.0,0.95,historical
3361682,0.0,21.0,0.0,0.0,0.0,0.95,historical
3361683,0.0,21.0,0.0,0.0,0.0,0.95,historical
3361685,0.0,60.0,0.0,0.0,0.0,0.95,historical
3361687,0.0,21.0,0.0,0.0,0.0,0.95,historical
3361786,0.0,30.0,0.0,0.0,0.0,0.95,historical
3361962,0.0,21.0,0.0,0.0,0.0,0.95,historical
3361993,0.0,21.0,0.0,0.0,0.0,0.95,historical
3362079,0.0,0.0,0.0,0.0,0.0,0.95,historical
3362081,0.0,0.0,0.0,0.0,0.0,0.95,historical
3362151,0.0,0.0,0.0,0.0,0.0,0.95,historical
3362152,0.0,0.0,0.0,0.0,0.0,0.95,historical
3362155,0.0,0.0,0.0,0.0,0.0,0.95,historical
3362156,0.0,0.0,0.0,0.0,0.0,0.95,historical
3362184,0.0,45.0,0.0,0.0,0.0,0.95,historical
3362196,0.0,0.0,0.0,0.0,0.0,0.95,historical
3362197,0.0,0.0,0.0,0.0,0.0,0.95,historical
3362199,0.0,0.0,0.0,0.0,0.0,0.95,historical
3362347,0.0,0.0,0.0,0.0,0.0,0.95,historical
3362350,0.0,0.0,0.0,0.0,0.0,0.95,historical
3362432,0.0,21.0,0.0,0.0,0.0,0.95,historical
3362441,0.0,0.0,0.0,0.0,0.0,0.95,historical
3362443,0.0,0.0,0.0,0.0,0.0,0.95,historical
3362484,0.0,15.0,0.0,0.0,0.0,0.95,historical
3362487,0.0,60.0,0.0,0.0,0.0,0.95,historical
3370234,0.0,10.0,0.0,0.0,0.0,0.95,historical
3370285,0.0,70.0,0.0,0.0,0.0,0.95,historical
3370298,0.0,70.0,0.0,0.0,0.0,0.95,historical
3370299,0.0,50.0,0.0,0.0,0.0,0.95,historical
3370302,0.0,50.0,0.0,0.0,0.0,0.95,historical
3370303,0.0,0.0,0.0,0.0,0.0,0.95,historical
3370323,0.0,45.0,0.0,0.0,0.0,0.95,historical
3370351,0.0,50.0,0.0,0.0,0.0,0.95,historical
3370380,0.0,50.0,0.0,0.0,0.0,0.95,historical
3370441,0.0,21.0,0.0,0.0,0.0,0.95,historical
3370443,0.0,21.0,0.0,0.0,0.0,0.95,historical
3370488,0.0,70.0,0.0,0.0,0.0,0.95,historical
3370495,0.0,50.0,0.0,0.0,0.0,0.95,historical
3370496,0.0,70.0,0.0,0.0,0.0,0.95,historical
3370497,0.0,50.0,0.0,0.0,0.0,0.95,historical
3370498,0.0,50.0,0.0,0.0,0.0,0.95,historical
3370500,0.0,50.0,0.0,0.0,0.0,0.95,historical
3370505,0.0,70.0,0.0,0.0,0.0,0.95,historical
3370506,0.0,70.0,0.0,0.0,0.0,0.95,historical
3370507,0.0,70.0,0.0,0.0,0.0,0.95,historical
3370508,0.0,70.0,0.0,0.0,0.0,0.95,historical
3370510,0.0,50.0,0.0,0.0,0.0,0.95,historical
3370515,0.0,70.0,0.0,0.0,0.0,0.95,historical
3370516,0.0,70.0,0.0,0.0,0.0,0.95,historical
3370557,0.0,50.0,0.0,0.0,0.0,0.95,historical
3370558,0.0,50.0,0.0,0.0,0.0,0.95,historical
3370572,0.0,50.0,0.0,0.0,0.0,0.95,historical
3370574,0.0,30.0,0.0,0.0,0.0,0.95,historical
3370609,0.0,43.0,0.0,0.0,0.0,0.95,historical
3370610,0.0,70.0,0.0,0.0,0.0,0.95,historical
3370614,0.0,60.0,0.0,0.0,0.0,0.95,historical
3370617,0.0,70.0,0.0,0.0,0.0,0.95,historical
3370625,0.0,70.0,0.0,0.0,0.0,0.95,historical
3370626,0.0,70.0,0.0,0.0,0.0,0.95,historical
3370627,0.0,70.0,0.0,0.0,0.0,0.95,historical
3370631,0.0,50.0,0.0,0.0,0.0,0.95,historical
3370649,0.0,0.0,0.0,0.0,0.0,0.95,historical
3370659,0.0,43.0,0.0,0.0,0.0,0.95,historical
3370664,0.0,43.0,0.0,0.0,0.0,0.95,historical
3370766,0.0,0.0,0.0,0.0,0.0,0.95,historical
3370767,0.0,0.0,0.0,0.0,0.0,0.95,historical
3370768,0.0,0.0,0.0,0.0,0.0,0.95,historical
3370769,0.0,0.0,0.0,0.0,0.0,0.95,historical
3370770,0.0,70.0,0.0,0.0,0.0,0.95,historical
3370816,0.0,50.0,0.0,0.0,0.0,0.95,historical
3370820,0.0,70.0,0.0,0.0,0.0,0.95,historical
3370829,0.0,70.0,0.0,0.0,0.0,0.95,historical
3370833,0.0,70.0,0.0,0.0,0.0,0.95,historical
3370834,0.0,70.0,0.0,0.0,0.0,0.95,historical
3370836,0.0,70.0,0.0,0.0,0.0,0.95,historical
3370837,0.0,70.0,0.0,0.0,0.0,0.95,historical
3370838,0.0,70.0,0.0,0.0,0.0,0.95,historical
3370840,0.0,50.0,0.0,0.0,0.0,0.95,historical
3370841,0.0,70.0,0.0,0.0,0.0,0.95,historical
3370842,0.0,60.0,0.0,0.0,0.0,0.95,historical
3370850,0.0,50.0,0.0,0.0,0.0,0.95,historical
3370851,0.0,55.0,0.0,0.0,0.0,0.95,historical
3370852,0.0,70.0,0.0,0.0,0.0,0.95,historical
3370861,0.0,70.0,0.0,0.0,0.0,0.95,historical
3370880,0.0,70.0,0.0,0.0,0.0,0.95,historical
3370908,0.0,43.0,0.0,0.0,0.0,0.95,historical
3370914,0.0,50.0,0.0,0.0,0.0,0.95,historical
3370924,0.0,70.0,0.0,0.0,0.0,0.95,historical
3370929,0.0,50.0,0.0,0.0,0.0,0.95,historical
3370930,0.0,50.0,0.0,0.0,0.0,0.95,historical
3370931,0.0,50.0,0.0,0.0,0.0,0.95,historical
3371001,0.0,14.0,0.0,0.0,0.0,0.95,historical
3371003,0.0,70.0,0.0,0.0,0.0,0.95,historical
3371024,0.0,50.0,0.0,0.0,0.0,0.95,historical
3371025,0.0,43.0,0.0,0.0,0.0,0.95,historical
3371025-R,0.0,21.0,0.0,0.0,0.0,0.95,historical
3371027,0.0,50.0,0.0,0.0,0.0,0.95,historical
3371029,0.0,50.0,0.0,0.0,0.0,0.95,historical
3371030,0.0,43.0,0.0,0.0,0.0,0.95,historical
3371031,0.0,50.0,0.0,0.0,0.0,0.95,historical
3371032,0.0,50.0,0.0,0.0,0.0,0.95,historical
3371033,0.0,50.0,0.0,0.0,0.0,0.95,historical
3371037,0.0,50.0,0.0,0.0,0.0,0.95,historical
3371042,0.0,43.0,0.0,0.0,0.0,0.95,historical
3371043,0.0,43.0,0.0,0.0,0.0,0.95,historical
3371044,0.0,43.0,0.0,0.0,0.0,0.95,historical
3371051,0.0,43.0,0.0,0.0,0.0,0.95,historical
3371052,0.0,50.0,0.0,0.0,0.0,0.95,historical
3371059,0.0,45.0,0.0,0.0,0.0,0.95,historical
3371061,0.0,45.0,0.0,0.0,0.0,0.95,historical
3371062,0.0,75.0,0.0,0.0,0.0,0.95,historical
3371063,0.0,107.0,0.0,0.0,0.0,0.95,historical
3371069,0.0,43.0,0.0,0.0,0.0,0.95,historical
3371070,0.0,50.0,0.0,0.0,0.0,0.95,historical
3371071,0.0,43.0,0.0,0.0,0.0,0.95,historical
3371072,0.0,43.0,0.0,0.0,0.0,0.95,historical
3371073,0.0,50.0,0.0,0.0,0.0,0.95,historical
3371074,0.0,70.0,0.0,0.0,0.0,0.95,historical
3371076,0.0,43.0,0.0,0.0,0.0,0.95,historical
3371078,0.0,30.0,0.0,0.0,0.0,0.95,historical
3371079,0.0,30.0,0.0,0.0,0.0,0.95,historical
3371080,0.0,30.0,0.0,0.0,0.0,0.95,historical
3371087,0.0,90.0,0.0,0.0,0.0,0.95,historical
3371093,0.0,43.0,0.0,0.0,0.0,0.95,historical
3371094,0.0,43.0,0.0,0.0,0.0,0.95,historical
3371095,0.0,43.0,0.0,0.0,0.0,0.95,historical
3371096,0.0,43.0,0.0,0.0,0.0,0.95,historical
3371097,0.0,70.0,0.0,0.0,0.0,0.95,historical
3371099,0.0,50.0,0.0,0.0,0.0,0.95,historical
3371100,0.0,50.0,0.0,0.0,0.0,0.95,historical
3371104,0.0,43.0,0.0,0.0,0.0,0.95,historical
3371119,0.0,43.0,0.0,0.0,0.0,0.95,historical
3371135,0.0,43.0,0.0,0.0,0.0,0.95,historical
3371137,0.0,30.0,0.0,0.0,0.0,0.95,historical
3371138,0.0,30.0,0.0,0.0,0.0,0.95,historical
3371139,0.0,50.0,0.0,0.0,0.0,0.95,historical
3371140,0.0,50.0,0.0,0.0,0.0,0.95,historical
3371146,0.0,43.0,0.0,0.0,0.0,0.95,historical
3371147,0.0,50.0,0.0,0.0,0.0,0.95,historical
3371152,0.0,43.0,0.0,0.0,0.0,0.95,historical
3371169,0.0,43.0,0.0,0.0,0.0,0.95,historical
3371187,0.0,43.0,0.0,0.0,0.0,0.95,historical
3371189,0.0,50.0,0.0,0.0,0.0,0.95,historical
3371192,0.0,50.0,0.0,0.0,0.0,0.95,historical
3371193,0.0,70.0,0.0,0.0,0.0,0.95,historical
3371212,0.0,43.0,0.0,0.0,0.0,0.95,historical
3371222,0.0,43.0,0.0,0.0,0.0,0.95,historical
3371224,0.0,50.0,0.0,0.0,0.0,0.95,historical
3380048,0.0,0.0,0.0,0.0,0.0,0.95,historical
3380079,0.0,0.0,0.0,0.0,0.0,0.95,historical
3380459,0.0,0.0,0.0,0.0,0.0,0.95,historical
3380624,0.0,0.0,0.0,0.0,0.0,0.95,historical
3380625,0.0,30.0,0.0,0.0,0.0,0.95,historical
3380632,0.0,0.0,0.0,0.0,0.0,0.95,historical
3380695,0.0,0.0,0.0,0.0,0.0,0.95,historical
3380808,0.0,0.0,0.0,0.0,0.0,0.95,historical
3380838,0.0,0.0,0.0,0.0,0.0,0.95,historical
3380849,0.0,28.0,0.0,0.0,0.0,0.95,historical
3380850,0.0,28.0,0.0,0.0,0.0,0.95,historical
3380851,0.0,0.0,0.0,0.0,0.0,0.95,historical
3380852,0.0,0.0,0.0,0.0,0.0,0.95,historical
3380860,0.0,28.0,0.0,0.0,0.0,0.95,historical
3380969,0.0,0.0,0.0,0.0,0.0,0.95,historical
3380971,0.0,32.0,0.0,0.0,0.0,0.95,historical
