PartNum,avg_daily_demand,lead_time_days,demand_during_lead_time,safety_stock,ROP,service_level,lead_time_source
6605361,0.0,21.0,0.0,0.0,0.0,0.95,historical
6605364-01,0.0,120.0,0.0,0.0,0.0,0.95,historical
6605364-02,0.0,120.0,0.0,0.0,0.0,0.95,historical
6605364-07,0.0,68.0,0.0,0.0,0.0,0.95,historical
6605364-08,0.0,110.0,0.0,0.0,0.0,0.95,historical
6605364-09,0.0,110.0,0.0,0.0,0.0,0.95,historical
6605364-11,0.0,120.0,0.0,0.0,0.0,0.95,historical
6605364-20,0.0,0.0,0.0,0.0,0.0,0.95,historical
6605364-25,0.0,90.0,0.0,0.0,0.0,0.95,historical
6605364-26,0.0,0.0,0.0,0.0,0.0,0.95,historical
6605366,0.0,7.0,0.0,0.0,0.0,0.95,historical
6605369,0.0,30.0,0.0,0.0,0.0,0.95,historical
6605371,0.0,5.0,0.0,0.0,0.0,0.95,historical
6605372,0.0,5.0,0.0,0.0,0.0,0.95,historical
6605373,0.0,10.0,0.0,0.0,0.0,0.95,historical
6605374,0.0,10.0,0.0,0.0,0.0,0.95,historical
6605378,0.0,5.0,0.0,0.0,0.0,0.95,historical
6605379,0.0,10.0,0.0,0.0,0.0,0.95,historical
6605380,0.0,10.0,0.0,0.0,0.0,0.95,historical
6605381,0.0,10.0,0.0,0.0,0.0,0.95,historical
6605382,0.0,3.0,0.0,0.0,0.0,0.95,historical
6605383,0.0,10.0,0.0,0.0,0.0,0.95,historical
6605385,0.0,45.0,0.0,0.0,0.0,0.95,historical
6605385-1,0.0,45.0,0.0,0.0,0.0,0.95,historical
6605385-2,0.0,45.0,0.0,0.0,0.0,0.95,historical
6605386,0.0,10.0,0.0,0.0,0.0,0.95,historical
6605387,0.0,45.0,0.0,0.0,0.0,0.95,historical
6605388,0.0,10.0,0.0,0.0,0.0,0.95,historical
6605392,0.0,10.0,0.0,0.0,0.0,0.95,historical
6605393,0.0,10.0,0.0,0.0,0.0,0.95,historical
6605403,0.0,10.0,0.0,0.0,0.0,0.95,historical
6605404,0.0,10.0,0.0,0.0,0.0,0.95,historical
6605406,0.0,120.0,0.0,0.0,0.0,0.95,historical
6605407,0.0,10.0,0.0,0.0,0.0,0.95,historical
6605408,0.0,30.0,0.0,0.0,0.0,0.95,historical
6605410,0.0,10.0,0.0,0.0,0.0,0.95,historical
6605412,0.0,10.0,0.0,0.0,0.0,0.95,historical
6605413,0.0,21.0,0.0,0.0,0.0,0.95,historical
6605414,0.0,10.0,0.0,0.0,0.0,0.95,historical
6605415,0.0,21.0,0.0,0.0,0.0,0.95,historical
6605418,0.0,33.0,0.0,0.0,0.0,0.95,historical
6605419,0.0,30.0,0.0,0.0,0.0,0.95,historical
6605424,0.0,10.0,0.0,0.0,0.0,0.95,historical
6605425,0.0,10.0,0.0,0.0,0.0,0.95,historical
6605433,0.0,43.0,0.0,0.0,0.0,0.95,historical
6605438,0.0,75.0,0.0,0.0,0.0,0.95,historical
6605447,0.0,0.0,0.0,0.0,0.0,0.95,historical
6605451,0.0,120.0,0.0,0.0,0.0,0.95,historical
6605452,0.0,30.0,0.0,0.0,0.0,0.95,historical
6605454,0.0,10.0,0.0,0.0,0.0,0.95,historical
6605455,0.0,10.0,0.0,0.0,0.0,0.95,historical
6605456,0.0,30.0,0.0,0.0,0.0,0.95,historical
6605457,0.0,60.0,0.0,0.0,0.0,0.95,historical
6605458,0.0,60.0,0.0,0.0,0.0,0.95,historical
6605460,0.0,60.0,0.0,0.0,0.0,0.95,historical
6605465,0.0,30.0,0.0,0.0,0.0,0.95,historical
6605467,0.0,60.0,0.0,0.0,0.0,0.95,historical
6605471,0.0,30.0,0.0,0.0,0.0,0.95,historical
6605473,0.0,10.0,0.0,0.0,0.0,0.95,historical
6605475,0.0,120.0,0.0,0.0,0.0,0.95,historical
6605476,0.0,30.0,0.0,0.0,0.0,0.95,historical
6605477,0.0,30.0,0.0,0.0,0.0,0.95,historical
6605487,0.0,10.0,0.0,0.0,0.0,0.95,historical
6605488,0.0,30.0,0.0,0.0,0.0,0.95,historical
6605489,0.0,30.0,0.0,0.0,0.0,0.95,historical
6605491,0.0,5.0,0.0,0.0,0.0,0.95,historical
6605492,0.0,10.0,0.0,0.0,0.0,0.95,historical
6605494,0.0,10.0,0.0,0.0,0.0,0.95,historical
6605495,0.0,120.0,0.0,0.0,0.0,0.95,historical
6605497,0.0,150.0,0.0,0.0,0.0,0.95,historical
6605502,0.0,10.0,0.0,0.0,0.0,0.95,historical
6605504,0.0,10.0,0.0,0.0,0.0,0.95,historical
6605505,0.0,30.0,0.0,0.0,0.0,0.95,historical
6605507,0.0,30.0,0.0,0.0,0.0,0.95,historical
6605508,0.0,30.0,0.0,0.0,0.0,0.95,historical
6605510,0.0,21.0,0.0,0.0,0.0,0.95,historical
6605511,0.0,10.0,0.0,0.0,0.0,0.95,historical
6605517,0.0,21.0,0.0,0.0,0.0,0.95,historical
6605523,0.0,30.0,0.0,0.0,0.0,0.95,historical
6605525,0.0,43.0,0.0,0.0,0.0,0.95,historical
6605529,0.0,30.0,0.0,0.0,0.0,0.95,historical
6605530,0.0,0.0,0.0,0.0,0.0,0.95,historical
6606345,0.0,21.0,0.0,0.0,0.0,0.95,historical
66252843199,0.0,21.0,0.0,0.0,0.0,0.95,historical
66587501,0.0,21.0,0.0,0.0,0.0,0.95,historical
6660270,0.0,21.0,0.0,0.0,0.0,0.95,historical
6678,0.0,21.0,0.0,0.0,0.0,0.95,historical
6686859,0.0,21.0,0.0,0.0,0.0,0.95,historical
6691K17,0.0,21.0,0.0,0.0,0.0,0.95,historical
6691K24,0.0,21.0,0.0,0.0,0.0,0.95,historical
6698K16,0.0,21.0,0.0,0.0,0.0,0.95,historical
66W091B,0.0,21.0,0.0,0.0,0.0,0.95,historical
6700010,0.0,21.0,0.0,0.0,0.0,0.95,historical
6700015,0.0,21.0,0.0,0.0,0.0,0.95,historical
6700023,0.0,45.0,0.0,0.0,0.0,0.95,historical
6700037,0.0,60.0,0.0,0.0,0.0,0.95,historical
6700039,0.0,60.0,0.0,0.0,0.0,0.95,historical
6700065,0.0,90.0,0.0,0.0,0.0,0.95,historical
6700079,0.0,10.0,0.0,0.0,0.0,0.95,historical
6700080,0.0,60.0,0.0,0.0,0.0,0.95,historical
6700083,0.0,60.0,0.0,0.0,0.0,0.95,historical
6700084,0.0,60.0,0.0,0.0,0.0,0.95,historical
6700098,0.0,21.0,0.0,0.0,0.0,0.95,historical
6700110,0.0,21.0,0.0,0.0,0.0,0.95,historical
6700115,0.0,10.0,0.0,0.0,0.0,0.95,historical
6700119,0.0,10.0,0.0,0.0,0.0,0.95,historical
6700120,0.0,10.0,0.0,0.0,0.0,0.95,historical
6700139,0.0,5.0,0.0,0.0,0.0,0.95,historical
6700147,0.0,5.0,0.0,0.0,0.0,0.95,historical
6700161,0.0,32.0,0.0,0.0,0.0,0.95,historical
6700166,0.0,21.0,0.0,0.0,0.0,0.95,historical
6700167,0.0,0.0,0.0,0.0,0.0,0.95,historical
6700169,0.0,0.0,0.0,0.0,0.0,0.95,historical
6700188,0.0,14.0,0.0,0.0,0.0,0.95,historical
6700190,0.0,10.0,0.0,0.0,0.0,0.95,historical
6700223,0.0,70.0,0.0,0.0,0.0,0.95,historical
6700224,0.0,5.0,0.0,0.0,0.0,0.95,historical
6700229,0.0,30.0,0.0,0.0,0.0,0.95,historical
6700230,0.0,60.0,0.0,0.0,0.0,0.95,historical
6700239,0.0,21.0,0.0,0.0,0.0,0.95,historical
6700240,0.0,10.0,0.0,0.0,0.0,0.95,historical
6700241,0.0,21.0,0.0,0.0,0.0,0.95,historical
6700255,0.0,45.0,0.0,0.0,0.0,0.95,historical
6700259,0.0,70.0,0.0,0.0,0.0,0.95,historical
6700303,0.0,30.0,0.0,0.0,0.0,0.95,historical
6700341,0.0,60.0,0.0,0.0,0.0,0.95,historical
6700342,0.0,60.0,0.0,0.0,0.0,0.95,historical
6700349,0.0,32.0,0.0,0.0,0.0,0.95,historical
6700397,0.0,105.0,0.0,0.0,0.0,0.95,historical
6700399,0.0,110.0,0.0,0.0,0.0,0.95,historical
6700400,0.0,50.0,0.0,0.0,0.0,0.95,historical
6700411,0.0,105.0,0.0,0.0,0.0,0.95,historical
6700412,0.0,30.0,0.0,0.0,0.0,0.95,historical
6700461,0.0,45.0,0.0,0.0,0.0,0.95,historical
6700606,0.0,5.0,0.0,0.0,0.0,0.95,historical
6700607,0.0,5.0,0.0,0.0,0.0,0.95,historical
6700631,0.0,10.0,0.0,0.0,0.0,0.95,historical
6700634,0.0,5.0,0.0,0.0,0.0,0.95,historical
6700723,0.0,1.0,0.0,0.0,0.0,0.95,historical
6700748,0.0,5.0,0.0,0.0,0.0,0.95,historical
6700769,0.0,43.0,0.0,0.0,0.0,0.95,historical
6700771,0.0,43.0,0.0,0.0,0.0,0.95,historical
6700772,0.0,32.0,0.0,0.0,0.0,0.95,historical
6700811,0.0,21.0,0.0,0.0,0.0,0.95,historical
6700821,0.0,45.0,0.0,0.0,0.0,0.95,historical
6700834,0.0,5.0,0.0,0.0,0.0,0.95,historical
6700854,0.0,60.0,0.0,0.0,0.0,0.95,historical
6700875,0.0,21.0,0.0,0.0,0.0,0.95,historical
6700878,0.0,5.0,0.0,0.0,0.0,0.95,historical
6700897,0.0,5.0,0.0,0.0,0.0,0.95,historical
6700898,0.0,14.0,0.0,0.0,0.0,0.95,historical
6700921,0.0,90.0,0.0,0.0,0.0,0.95,historical
6700923,0.0,45.0,0.0,0.0,0.0,0.95,historical
6700959,0.0,10.0,0.0,0.0,0.0,0.95,historical
6700970,0.0,30.0,0.0,0.0,0.0,0.95,historical
6700990,0.0,30.0,0.0,0.0,0.0,0.95,historical
6701048,0.0,5.0,0.0,0.0,0.0,0.95,historical
6701049,0.0,30.0,0.0,0.0,0.0,0.95,historical
6701072,0.0,5.0,0.0,0.0,0.0,0.95,historical
6701385,0.0,30.0,0.0,0.0,0.0,0.95,historical
6701389,0.0,5.0,0.0,0.0,0.0,0.95,historical
6701443,0.0,30.0,0.0,0.0,0.0,0.95,historical
6701467,0.0,43.0,0.0,0.0,0.0,0.95,historical
6701468,0.0,32.0,0.0,0.0,0.0,0.95,historical
6701472,0.0,21.0,0.0,0.0,0.0,0.95,historical
6701473,0.0,30.0,0.0,0.0,0.0,0.95,historical
6701533,0.0,10.0,0.0,0.0,0.0,0.95,historical
6701534,0.0,70.0,0.0,0.0,0.0,0.95,historical
6701535,0.0,70.0,0.0,0.0,0.0,0.95,historical
6701536,0.0,5.0,0.0,0.0,0.0,0.95,historical
6701537,0.0,10.0,0.0,0.0,0.0,0.95,historical
6701540,0.0,30.0,0.0,0.0,0.0,0.95,historical
6701732,0.0,60.0,0.0,0.0,0.0,0.95,historical
6701735,0.0,60.0,0.0,0.0,0.0,0.95,historical
6701736,0.0,10.0,0.0,0.0,0.0,0.95,historical
6701740,0.0,45.0,0.0,0.0,0.0,0.95,historical
6701748,0.0,14.0,0.0,0.0,0.0,0.95,historical
6701749,0.0,30.0,0.0,0.0,0.0,0.95,historical
6701774,0.0,30.0,0.0,0.0,0.0,0.95,historical
6701781,0.0,21.0,0.0,0.0,0.0,0.95,historical
6701802,0.0,30.0,0.0,0.0,0.0,0.95,historical
6701808,0.0,5.0,0.0,0.0,0.0,0.95,historical
6701838,0.0,21.0,0.0,0.0,0.0,0.95,historical
6701862,0.0,10.0,0.0,0.0,0.0,0.95,historical
6701863,0.0,70.0,0.0,0.0,0.0,0.95,historical
6701868,0.0,30.0,0.0,0.0,0.0,0.95,historical
6701893,0.0,45.0,0.0,0.0,0.0,0.95,historical
6701894,0.0,5.0,0.0,0.0,0.0,0.95,historical
6701895,0.0,45.0,0.0,0.0,0.0,0.95,historical
6701896,0.0,75.0,0.0,0.0,0.0,0.95,historical
6701897,0.0,60.0,0.0,0.0,0.0,0.95,historical
6701907,0.0,5.0,0.0,0.0,0.0,0.95,historical
6701911,0.0,5.0,0.0,0.0,0.0,0.95,historical
6701970,0.0,70.0,0.0,0.0,0.0,0.95,historical
6701972,0.0,60.0,0.0,0.0,0.0,0.95,historical
6701973,0.0,5.0,0.0,0.0,0.0,0.95,historical
6701975,0.0,90.0,0.0,0.0,0.0,0.95,historical
6701976,0.0,21.0,0.0,0.0,0.0,0.95,historical
6701981,0.0,15.0,0.0,0.0,0.0,0.95,historical
6701982,0.0,21.0,0.0,0.0,0.0,0.95,historical
6701984,0.0,18.0,0.0,0.0,0.0,0.95,historical
6701985,0.0,70.0,0.0,0.0,0.0,0.95,historical
6701988,0.0,10.0,0.0,0.0,0.0,0.95,historical
6701991,0.0,21.0,0.0,0.0,0.0,0.95,historical
6701992,0.0,21.0,0.0,0.0,0.0,0.95,historical
6701995,0.0,21.0,0.0,0.0,0.0,0.95,historical
6702009,0.0,32.0,0.0,0.0,0.0,0.95,historical
6702015,0.0,5.0,0.0,0.0,0.0,0.95,historical
6702017,0.0,150.0,0.0,0.0,0.0,0.95,historical
6702018,0.0,5.0,0.0,0.0,0.0,0.95,historical
6702024,0.0,5.0,0.0,0.0,0.0,0.95,historical
6702025,0.0,30.0,0.0,0.0,0.0,0.95,historical
6702028,0.0,10.0,0.0,0.0,0.0,0.95,historical
6702033,0.0,10.0,0.0,0.0,0.0,0.95,historical
6702038,0.0,5.0,0.0,0.0,0.0,0.95,historical
6702046,0.0,98.0,0.0,0.0,0.0,0.95,historical
6702047,0.0,75.0,0.0,0.0,0.0,0.95,historical
6702057,0.0,14.0,0.0,0.0,0.0,0.95,historical
6702058,0.0,10.0,0.0,0.0,0.0,0.95,historical
6702059,0.0,5.0,0.0,0.0,0.0,0.95,historical
6702062,0.0,5.0,0.0,0.0,0.0,0.95,historical
6702063,0.0,5.0,0.0,0.0,0.0,0.95,historical
6702064,0.0,5.0,0.0,0.0,0.0,0.95,historical
6702065,0.0,5.0,0.0,0.0,0.0,0.95,historical
6702067,0.0,30.0,0.0,0.0,0.0,0.95,historical
6702068,0.0,45.0,0.0,0.0,0.0,0.95,historical
6702070,0.0,5.0,0.0,0.0,0.0,0.95,historical
6702071,0.0,5.0,0.0,0.0,0.0,0.95,historical
6702072,0.0,10.0,0.0,0.0,0.0,0.95,historical
6702080,0.0,5.0,0.0,0.0,0.0,0.95,historical
6702107,0.0,90.0,0.0,0.0,0.0,0.95,historical
6702108,0.0,90.0,0.0,0.0,0.0,0.95,historical
6702110,0.0,21.0,0.0,0.0,0.0,0.95,historical
6702111,0.0,21.0,0.0,0.0,0.0,0.95,historical
6702116,0.0,21.0,0.0,0.0,0.0,0.95,historical
6702123,0.0,43.0,0.0,0.0,0.0,0.95,historical
6702124,0.0,43.0,0.0,0.0,0.0,0.95,historical
6702135,0.0,75.0,0.0,0.0,0.0,0.95,historical
6702140,0.0,60.0,0.0,0.0,0.0,0.95,historical
6702143,0.0,5.0,0.0,0.0,0.0,0.95,historical
6702151,0.0,60.0,0.0,0.0,0.0,0.95,historical
6702171,0.0,99.0,0.0,0.0,0.0,0.95,historical
6702177,0.0,10.0,0.0,0.0,0.0,0.95,historical
6702187,0.0,60.0,0.0,0.0,0.0,0.95,historical
6702188,0.0,60.0,0.0,0.0,0.0,0.95,historical
6702189,0.0,5.0,0.0,0.0,0.0,0.95,historical
6702192,0.0,60.0,0.0,0.0,0.0,0.95,historical
6702198,0.0,5.0,0.0,0.0,0.0,0.95,historical
6702209,0.0,30.0,0.0,0.0,0.0,0.95,historical
6702219,0.0,14.0,0.0,0.0,0.0,0.95,historical
6702225,0.0,21.0,0.0,0.0,0.0,0.95,historical
6702230,0.0,45.0,0.0,0.0,0.0,0.95,historical
6702237,0.0,70.0,0.0,0.0,0.0,0.95,historical
6702238,0.0,43.0,0.0,0.0,0.0,0.95,historical
6702239,0.0,43.0,0.0,0.0,0.0,0.95,historical
6702241,0.0,60.0,0.0,0.0,0.0,0.95,historical
6702248,0.0,70.0,0.0,0.0,0.0,0.95,historical
6702249,0.0,70.0,0.0,0.0,0.0,0.95,historical
6702257,0.0,60.0,0.0,0.0,0.0,0.95,historical
6702259,0.0,60.0,0.0,0.0,0.0,0.95,historical
6702265,0.0,45.0,0.0,0.0,0.0,0.95,historical
6702328,0.0,10.0,0.0,0.0,0.0,0.95,historical
6702340,0.0,86.0,0.0,0.0,0.0,0.95,historical
6702353,0.0,12.0,0.0,0.0,0.0,0.95,historical
6702354,0.0,60.0,0.0,0.0,0.0,0.95,historical
6702355,0.0,30.0,0.0,0.0,0.0,0.95,historical
6702360,0.0,43.0,0.0,0.0,0.0,0.95,historical
6702362,0.0,60.0,0.0,0.0,0.0,0.95,historical
6702363,0.0,43.0,0.0,0.0,0.0,0.95,historical
6702364,0.0,21.0,0.0,0.0,0.0,0.95,historical
6702368,0.0,30.0,0.0,0.0,0.0,0.95,historical
6702369,0.0,21.0,0.0,0.0,0.0,0.95,historical
6702397,0.0,21.0,0.0,0.0,0.0,0.95,historical
6702399,0.0,21.0,0.0,0.0,0.0,0.95,historical
6702405,0.0,43.0,0.0,0.0,0.0,0.95,historical
6702420,0.0,60.0,0.0,0.0,0.0,0.95,historical
6702421,0.0,60.0,0.0,0.0,0.0,0.95,historical
6702422,0.0,43.0,0.0,0.0,0.0,0.95,historical
6702429,0.0,60.0,0.0,0.0,0.0,0.95,historical
6702435,0.0,90.0,0.0,0.0,0.0,0.95,historical
6702456,0.0,32.0,0.0,0.0,0.0,0.95,historical
6702457,0.0,10.0,0.0,0.0,0.0,0.95,historical
6702458,0.0,5.0,0.0,0.0,0.0,0.95,historical
6702459,0.0,45.0,0.0,0.0,0.0,0.95,historical
6702460,0.0,60.0,0.0,0.0,0.0,0.95,historical
6702461,0.0,90.0,0.0,0.0,0.0,0.95,historical
6702464,0.0,30.0,0.0,0.0,0.0,0.95,historical
6702465,0.0,21.0,0.0,0.0,0.0,0.95,historical
6702466,0.0,21.0,0.0,0.0,0.0,0.95,historical
6702483,0.0,30.0,0.0,0.0,0.0,0.95,historical
6702486,0.0,14.0,0.0,0.0,0.0,0.95,historical
6702495,0.0,8.0,0.0,0.0,0.0,0.95,historical
6702496,0.0,32.0,0.0,0.0,0.0,0.95,historical
6702498,0.0,30.0,0.0,0.0,0.0,0.95,historical
6702500,0.0,10.0,0.0,0.0,0.0,0.95,historical
6702501,0.0,30.0,0.0,0.0,0.0,0.95,historical
6702504,0.0,43.0,0.0,0.0,0.0,0.95,historical
6702505,0.0,30.0,0.0,0.0,0.0,0.95,historical
6702506,0.0,45.0,0.0,0.0,0.0,0.95,historical
6702507,0.0,43.0,0.0,0.0,0.0,0.95,historical
6702514,0.0,30.0,0.0,0.0,0.0,0.95,historical
6702517,0.0,30.0,0.0,0.0,0.0,0.95,historical
6702531,0.0,75.0,0.0,0.0,0.0,0.95,historical
6702534,0.0,30.0,0.0,0.0,0.0,0.95,historical
6702537,0.0,10.0,0.0,0.0,0.0,0.95,historical
6702542,0.0,30.0,0.0,0.0,0.0,0.95,historical
6702551,0.0,5.0,0.0,0.0,0.0,0.95,historical
6702554,0.0,30.0,0.0,0.0,0.0,0.95,historical
6702560,0.0,0.0,0.0,0.0,0.0,0.95,historical
6702561,0.0,32.0,0.0,0.0,0.0,0.95,historical
6702566,0.0,10.0,0.0,0.0,0.0,0.95,historical
6702574,0.0,14.0,0.0,0.0,0.0,0.95,historical
6702584,0.0,10.0,0.0,0.0,0.0,0.95,historical
6702585,0.0,90.0,0.0,0.0,0.0,0.95,historical
6702586,0.0,17.0,0.0,0.0,0.0,0.95,historical
6702594,0.0,21.0,0.0,0.0,0.0,0.95,historical
6702599,0.0,21.0,0.0,0.0,0.0,0.95,historical
6702600,0.0,32.0,0.0,0.0,0.0,0.95,historical
6702607,0.0,30.0,0.0,0.0,0.0,0.95,historical
6702608,0.0,5.0,0.0,0.0,0.0,0.95,historical
6702645,0.0,14.0,0.0,0.0,0.0,0.95,historical
6702646,0.0,30.0,0.0,0.0,0.0,0.95,historical
6702652,0.0,70.0,0.0,0.0,0.0,0.95,historical
6702949,0.0,0.0,0.0,0.0,0.0,0.95,historical
6702950,0.0,43.0,0.0,0.0,0.0,0.95,historical
6703016,0.0,56.0,0.0,0.0,0.0,0.95,historical
6703056,0.0,5.0,0.0,0.0,0.0,0.95,historical
6703059,0.0,21.0,0.0,0.0,0.0,0.95,historical
6703060,0.0,10.0,0.0,0.0,0.0,0.95,historical
6703061,0.0,90.0,0.0,0.0,0.0,0.95,historical
6703071,0.0,21.0,0.0,0.0,0.0,0.95,historical
6703078,0.0,120.0,0.0,0.0,0.0,0.95,historical
6703093,0.0,10.0,0.0,0.0,0.0,0.95,historical
6703094,0.0,30.0,0.0,0.0,0.0,0.95,historical
6703095,0.0,14.0,0.0,0.0,0.0,0.95,historical
6703096,0.0,10.0,0.0,0.0,0.0,0.95,historical
6703097,0.0,5.0,0.0,0.0,0.0,0.95,historical
6703109,0.0,43.0,0.0,0.0,0.0,0.95,historical
6703110,0.0,43.0,0.0,0.0,0.0,0.95,historical
6703111,0.0,60.0,0.0,0.0,0.0,0.95,historical
6703112,0.0,46.0,0.0,0.0,0.0,0.95,historical
6703113,0.0,21.0,0.0,0.0,0.0,0.95,historical
6703126,0.0,14.0,0.0,0.0,0.0,0.95,historical
6703128,0.0,43.0,0.0,0.0,0.0,0.95,historical
6703151,0.0,45.0,0.0,0.0,0.0,0.95,historical
6703188,0.0,5.0,0.0,0.0,0.0,0.95,historical
6703190,0.0,5.0,0.0,0.0,0.0,0.95,historical
6703199,0.0,46.0,0.0,0.0,0.0,0.95,historical
6703207,0.0,10.0,0.0,0.0,0.0,0.95,historical
6703208,0.0,14.0,0.0,0.0,0.0,0.95,historical
6703212,0.0,32.0,0.0,0.0,0.0,0.95,historical
6703215,0.0,21.0,0.0,0.0,0.0,0.95,historical
6703229,0.0,26.0,0.0,0.0,0.0,0.95,historical
6703230,0.0,45.0,0.0,0.0,0.0,0.95,historical
6703245,0.0,0.0,0.0,0.0,0.0,0.95,historical
6703258,0.0,5.0,0.0,0.0,0.0,0.95,historical
6703261,0.0,10.0,0.0,0.0,0.0,0.95,historical
6703262,0.0,55.0,0.0,0.0,0.0,0.95,historical
6703271,0.0,46.0,0.0,0.0,0.0,0.95,historical
6703274,0.0,95.0,0.0,0.0,0.0,0.95,historical
6703277,0.0,30.0,0.0,0.0,0.0,0.95,historical
6703285,0.0,43.0,0.0,0.0,0.0,0.95,historical
6703286,0.0,45.0,0.0,0.0,0.0,0.95,historical
6703289,0.0,5.0,0.0,0.0,0.0,0.95,historical
6703291,0.0,10.0,0.0,0.0,0.0,0.95,historical
6703292,0.0,45.0,0.0,0.0,0.0,0.95,historical
6703299,0.0,21.0,0.0,0.0,0.0,0.95,historical
6703300,0.0,32.0,0.0,0.0,0.0,0.95,historical
6703301,0.0,32.0,0.0,0.0,0.0,0.95,historical
6703326,0.0,10.0,0.0,0.0,0.0,0.95,historical
6703351,0.0,21.0,0.0,0.0,0.0,0.95,historical
6703362,0.0,21.0,0.0,0.0,0.0,0.95,historical
6703363,0.0,5.0,0.0,0.0,0.0,0.95,historical
6703374,0.0,30.0,0.0,0.0,0.0,0.95,historical
6703379,0.0,35.0,0.0,0.0,0.0,0.95,historical
6703381,0.0,50.0,0.0,0.0,0.0,0.95,historical
6703382,0.0,5.0,0.0,0.0,0.0,0.95,historical
6703383,0.0,32.0,0.0,0.0,0.0,0.95,historical
6703386,0.0,30.0,0.0,0.0,0.0,0.95,historical
6703387,0.0,32.0,0.0,0.0,0.0,0.95,historical
6703390,0.0,10.0,0.0,0.0,0.0,0.95,historical
6703395,0.0,45.0,0.0,0.0,0.0,0.95,historical
6703402,0.0,10.0,0.0,0.0,0.0,0.95,historical
6703404,0.0,21.0,0.0,0.0,0.0,0.95,historical
6703405,0.0,43.0,0.0,0.0,0.0,0.95,historical
6703407,0.0,5.0,0.0,0.0,0.0,0.95,historical
6703408,0.0,55.0,0.0,0.0,0.0,0.95,historical
6703409,0.0,60.0,0.0,0.0,0.0,0.95,historical
6703410,0.0,5.0,0.0,0.0,0.0,0.95,historical
6703433,0.0,21.0,0.0,0.0,0.0,0.95,historical
6703459,0.0,21.0,0.0,0.0,0.0,0.95,historical
6703460,0.0,60.0,0.0,0.0,0.0,0.95,historical
6703462,0.0,60.0,0.0,0.0,0.0,0.95,historical
6703469,0.0,60.0,0.0,0.0,0.0,0.95,historical
6703470,0.0,21.0,0.0,0.0,0.0,0.95,historical
6703473,0.0,45.0,0.0,0.0,0.0,0.95,historical
6703480,0.0,5.0,0.0,0.0,0.0,0.95,historical
6703481,0.0,60.0,0.0,0.0,0.0,0.95,historical
6703483,0.0,89.0,0.0,0.0,0.0,0.95,historical
6703484,0.0,5.0,0.0,0.0,0.0,0.95,historical
6703487,0.0,30.0,0.0,0.0,0.0,0.95,historical
6703490,0.0,5.0,0.0,0.0,0.0,0.95,historical
6703492,0.0,10.0,0.0,0.0,0.0,0.95,historical
6703501,0.0,14.0,0.0,0.0,0.0,0.95,historical
6703502,0.0,110.0,0.0,0.0,0.0,0.95,historical
6703503,0.0,110.0,0.0,0.0,0.0,0.95,historical
6703504,0.0,43.0,0.0,0.0,0.0,0.95,historical
6703505,0.0,5.0,0.0,0.0,0.0,0.95,historical
6703513,0.0,10.0,0.0,0.0,0.0,0.95,historical
6703521,0.0,45.0,0.0,0.0,0.0,0.95,historical
6703548,0.0,43.0,0.0,0.0,0.0,0.95,historical
6703556,0.0,30.0,0.0,0.0,0.0,0.95,historical
6703557,0.0,30.0,0.0,0.0,0.0,0.95,historical
6703558,0.0,30.0,0.0,0.0,0.0,0.95,historical
6703561,0.0,70.0,0.0,0.0,0.0,0.95,historical
6703562,0.0,32.0,0.0,0.0,0.0,0.95,historical
6703563,0.0,5.0,0.0,0.0,0.0,0.95,historical
6703569,0.0,60.0,0.0,0.0,0.0,0.95,historical
6703570,0.0,60.0,0.0,0.0,0.0,0.95,historical
6703571,0.0,40.0,0.0,0.0,0.0,0.95,historical
6703574,0.0,15.0,0.0,0.0,0.0,0.95,historical
6703645,0.0,5.0,0.0,0.0,0.0,0.95,historical
6703646,0.0,21.0,0.0,0.0,0.0,0.95,historical
6703659,0.0,10.0,0.0,0.0,0.0,0.95,historical
6703670,0.0,60.0,0.0,0.0,0.0,0.95,historical
6703674,0.0,43.0,0.0,0.0,0.0,0.95,historical
6703685,0.0,21.0,0.0,0.0,0.0,0.95,historical
6703686,0.0,21.0,0.0,0.0,0.0,0.95,historical
6703691,0.0,5.0,0.0,0.0,0.0,0.95,historical
6703693,0.0,5.0,0.0,0.0,0.0,0.95,historical
6703694,0.0,30.0,0.0,0.0,0.0,0.95,historical
6703700,0.0,30.0,0.0,0.0,0.0,0.95,historical
6703704,0.0,60.0,0.0,0.0,0.0,0.95,historical
6703707,0.0,43.0,0.0,0.0,0.0,0.95,historical
6703708,0.0,30.0,0.0,0.0,0.0,0.95,historical
6703709,0.0,21.0,0.0,0.0,0.0,0.95,historical
6703713,0.0,90.0,0.0,0.0,0.0,0.95,historical
6703722,0.0,25.0,0.0,0.0,0.0,0.95,historical
6703731,0.0,21.0,0.0,0.0,0.0,0.95,historical
6703732,0.0,21.0,0.0,0.0,0.0,0.95,historical
6703733,0.0,21.0,0.0,0.0,0.0,0.95,historical
6703736,0.0,5.0,0.0,0.0,0.0,0.95,historical
6703737,0.0,5.0,0.0,0.0,0.0,0.95,historical
6703739,0.0,43.0,0.0,0.0,0.0,0.95,historical
6703740,0.0,30.0,0.0,0.0,0.0,0.95,historical
6703749,0.0,45.0,0.0,0.0,0.0,0.95,historical
6703758,0.0,5.0,0.0,0.0,0.0,0.95,historical
6703772,0.0,43.0,0.0,0.0,0.0,0.95,historical
6703773,0.0,43.0,0.0,0.0,0.0,0.95,historical
